,,Site LCOE ($/MWh),Transmission LCOE ($/MWh),Site LCOE + Trans LCOE,,Capital Cost Transmission ($/MW),,,Net Capacity Factor,Grid Feature Connection,Resource Class,Capacity (MW),Onshore Distance,Distance from Point to Grid,Area (sq.km),,,ReEDS Demand Region
gid,line_join_gid,site_lcoe,trans_lcoe,full_lcoe,subjoin,cap_cost_trans,transmission_multiplier,region_sub_cost_mult,ncf,category,re_class,capacity,onshore_dist,dist_mi,sq_km,lat,lon,demreg
141,35244,0.111419164,6.913815023,8.028006659,-999,115006.6105,1,1,0.186091706,PCALoadCen,12,25.92,25.75385276,25.75385276,0.81,-679189.324,-1820697.13,450
142,35244,0.111184791,7.317614214,8.429462121,-999,121980.8932,1,1,0.186485156,PCALoadCen,12,93.5712,27.53209925,27.53209925,2.9241,-679189.324,-1817817.13,450
143,35244,0.110884242,7.715452814,8.824295232,-999,128960.5717,1,1,0.18698962,PCALoadCen,12,188.9568,29.3117215,29.3117215,5.9049,-679189.324,-1814937.13,450
144,35244,0.111138359,8.151949885,9.263333472,-999,135944.7195,1,1,0.186561838,PCALoadCen,12,205.5456,31.09248329,31.09248329,6.4233,-679189.324,-1812057.13,450
145,35244,0.110873654,8.550559002,9.659295547,-999,142932.6102,1,1,0.187007397,PCALoadCen,12,183.2544,32.87419944,32.87419944,5.7267,-679189.324,-1809177.13,450
146,35244,0.11101535,8.980226315,10.09037981,-999,149923.6666,1,1,0.186769038,PCALoadCen,12,135.3024,34.65672275,34.65672275,4.2282,-679189.324,-1806297.13,450
147,35244,0.110771134,9.378316528,10.48602787,-999,156917.4242,1,1,0.187183797,PCALoadCen,12,130.1184,36.43993477,36.43993477,4.0662,-679189.324,-1803417.13,450
148,35244,0.110099457,9.737114341,10.83810891,-999,163913.5048,1,1,0.188324332,PCALoadCen,12,153.7056,38.22373912,38.22373912,4.8033,-679189.324,-1800537.13,452
149,35244,0.10939268,10.08776172,11.18168853,-999,170911.5978,1,1,0.189539045,PCALoadCen,12,47.4336,40.00805656,40.00805656,1.4823,-679189.324,-1797657.13,452
150,35244,0.109406397,10.5022367,11.59630066,-999,177911.4454,1,1,0.189515203,PCALoadCen,12,204.2496,41.79282137,41.79282137,6.3828,-679189.324,-1794777.13,452
151,37644,0.109306522,10.37432651,11.46739173,-999,175905.2841,1,1,0.189688474,PCALoadCen,12,157.3344,41.2813065,41.2813065,4.9167,-679189.324,-1791897.13,452
152,37644,0.107781433,9.423505313,10.50131964,-999,162045.6096,1,1,0.19237417,PCALoadCen,13,11.664,37.74747823,37.74747823,0.3645,-679189.324,-1786137.13,452
153,37644,0.106602788,8.922694804,9.988722684,-999,155128.9339,1,1,0.194499612,PCALoadCen,13,14.5152,35.98391992,35.98391992,0.4536,-679189.324,-1783257.13,452
154,37644,0.108935274,9.931292108,11.02064485,-999,168971.4518,1,1,0.190339774,PCALoadCen,12,21.2544,39.51337373,39.51337373,0.6642,-679189.324,-1789017.13,452
155,33861,0.108935274,0.411577303,1.500930045,9186,7002.594798,1,1,0.190339774,Substation,13,5.7024,1.785465272,1.785465272,0.1782,-679189.324,-1789017.13,452
156,33861,0.107213341,0.807774239,1.879907646,9186,13963.87926,1,1,0.1933918,Substation,13,3.3696,3.560397567,3.560397567,0.1053,-679189.324,-1780377.13,452
157,37644,0.107328989,8.184338895,9.257628781,-999,141329.0554,1,1,0.193183407,PCALoadCen,13,15.0336,32.46533793,32.46533793,0.4698,-679189.324,-1777497.13,452
158,37644,0.107349694,7.787459517,8.860956455,-999,134449.6876,1,1,0.19314611,PCALoadCen,13,123.8976,30.71129209,30.71129209,3.8718,-679189.324,-1774617.13,452
159,37644,0.107347459,7.389832076,8.463306662,-999,127587.3582,1,1,0.193150148,PCALoadCen,13,130.6368,28.96159056,28.96159056,4.0824,-679189.324,-1771737.13,452
160,37644,0.107918717,7.030752812,8.109939982,-999,120745.3533,1,1,0.192127958,PCALoadCen,13,130.1184,27.21707121,27.21707121,4.0662,-679189.324,-1768857.13,452
161,37644,0.107827663,6.233292737,7.311569371,-999,107140.2217,1,1,0.192290127,PCALoadCen,13,223.4304,23.74814424,23.74814424,6.9822,-679189.324,-1763097.13,452
162,37644,0.107917778,6.633734141,7.712911923,-999,113927.8478,1,1,0.192129388,PCALoadCen,13,181.44,25.47879852,25.47879852,5.67,-679189.324,-1765977.13,452
163,37644,0.107735969,5.835570318,6.912930009,-999,100389.5181,1,1,0.19245404,PCALoadCen,13,146.9664,22.02690415,22.02690415,4.5927,-679189.324,-1760217.13,452
164,37644,0.108179688,5.468289723,6.550086607,-999,93685.12148,1,1,0.191664234,PCALoadCen,13,167.4432,20.31747106,20.31747106,5.2326,-679189.324,-1757337.13,452
165,37644,0.108769096,5.108054804,6.195745769,-999,87039.78466,1,1,0.190626919,PCALoadCen,13,146.7072,18.62309655,18.62309655,4.5846,-679189.324,-1754457.13,452
166,37644,0.108122788,4.317195221,5.398423105,-999,74004.65556,1,1,0.191769406,PCALoadCen,13,62.208,15.29950422,15.29950422,1.944,-679189.324,-1748697.13,452
167,33857,0.108794741,0.994884132,2.082831545,8965,16948.63021,1,1,0.190582961,Substation,13,25.1424,4.321425347,4.321425347,0.7857,-679189.324,-1751577.13,452
168,37644,0.10860581,3.965781645,5.05183974,-999,67676.95665,1,1,0.190912336,PCALoadCen,13,81.648,13.68611847,13.68611847,2.5515,-679189.324,-1745817.13,452
169,37644,0.108916409,3.616691045,4.705855138,-999,61543.606,1,1,0.190367803,PCALoadCen,13,51.5808,12.12228608,12.12228608,1.6119,-679189.324,-1742937.13,452
170,33845,0.109150209,2.014819926,3.106322011,8954,34211.8939,1,1,0.189960301,Substation,13,21.2544,8.723073407,8.723073407,0.6642,-679189.324,-1740057.13,452
171,37643,0.109235957,0.705337712,1.797697285,-999,11967.30303,1,1,0.189810902,LoadCen,13,1.0368,3.051326626,3.051326626,0.0324,-679189.324,-1737177.13,452
172,33880,0.118340626,0.508952239,1.692358503,8710,7970.952416,1,1,0.175208494,Substation,11,26.1792,2.032369306,2.032369306,0.8181,-682069.324,-1878297.13,450
173,33880,0.118312687,0.455887644,1.639014511,8716,7141.566652,1,1,0.175249845,Substation,11,100.5696,1.820899197,1.820899197,3.1428,-682069.324,-1875417.13,450
174,35244,0.11628677,2.54146843,3.704336125,-999,40506.02192,1,1,0.178302258,PCALoadCen,12,15.552,6.758292178,6.758292178,0.486,-682069.324,-1869657.13,450
175,33878,0.115645401,1.35321938,2.509673391,8719,21688.78641,1,1,0.179303601,Substation,12,15.0336,5.530032231,5.530032231,0.4698,-682069.324,-1866777.13,450
176,33880,0.117071144,0.739275639,1.909987082,8728,11704.25886,1,1,0.177116692,Substation,11,8.5536,2.984257741,2.984257741,0.2673,-682069.324,-1872537.13,450
177,33880,0.117071144,0.739275639,1.909987082,8716,11704.25886,1,1,0.177116692,Substation,12,14.5152,2.984257741,2.984257741,0.4536,-682069.324,-1872537.13,450
178,35244,0.114021778,2.044968161,3.185185943,-999,33240.19929,1,1,0.181844026,PCALoadCen,12,37.0656,4.905711191,4.905711191,1.1583,-682069.324,-1863897.13,450
179,33878,0.114884831,0.532656815,1.681505125,8715,8593.259113,1,1,0.180481374,Substation,12,28.512,2.191040059,2.191040059,0.891,-682069.324,-1861017.13,450
180,33878,0.114887819,0.299512748,1.448390935,8715,4831.887777,1,1,0.180477679,Substation,12,42.5088,1.231995864,1.231995864,1.3284,-682069.324,-1858137.13,450
181,33875,0.115275435,0.407276064,1.560030416,8719,6548.276456,1,1,0.179870561,Substation,12,18.6624,1.669626837,1.669626837,0.5832,-682069.324,-1855257.13,450
182,35241,0.11498408,0.510331168,1.66017197,-999,8225.818861,1,1,0.180322126,LoadCen,12,2.592,2.097353101,2.097353101,0.081,-682069.324,-1852377.13,450
183,33875,0.112831339,1.113145274,2.241458667,8719,18284.66287,1,1,0.18376258,Substation,12,1.8144,4.662076204,4.662076204,0.0567,-682069.324,-1849497.13,450
184,33870,0.112445511,1.271576234,2.396031343,8713,20958.75099,1,1,0.184393227,Substation,12,10.1088,5.343893675,5.343893675,0.3159,-682069.324,-1846617.13,450
185,33870,0.112145796,1.250406726,2.37186469,8713,20665.18981,1,1,0.184888572,Substation,12,5.184,5.269043807,5.269043807,0.162,-682069.324,-1843737.13,450
186,35244,0.111521885,4.122694348,5.237913196,-999,68515.53267,1,1,0.185921609,PCALoadCen,12,42.768,13.89993184,13.89993184,1.3365,-682069.324,-1840857.13,450
187,35244,0.111552775,4.52340944,5.638937189,-999,75154.13782,1,1,0.185869858,PCALoadCen,12,29.2896,15.59258996,15.59258996,0.9153,-682069.324,-1837977.13,450
188,33870,0.111501902,1.884069039,2.999088063,8713,31317.30493,1,1,0.185955718,Substation,12,3.888,7.985034402,7.985034402,0.1215,-682069.324,-1835097.13,450
189,35244,0.111494511,5.332358184,6.447303298,-999,88640.23408,1,1,0.185966,PCALoadCen,12,16.848,19.03116626,19.03116626,0.5265,-682069.324,-1832217.13,450
190,35244,0.111527711,5.743916875,6.859193987,-999,95453.14753,1,1,0.185910568,PCALoadCen,12,52.6176,20.76826811,20.76826811,1.6443,-682069.324,-1829337.13,450
191,35244,0.111592829,6.159420985,7.275349277,-999,102298.2885,1,1,0.185802028,PCALoadCen,12,27.4752,22.51358707,22.51358707,0.8586,-682069.324,-1826457.13,450
192,35244,0.111588374,6.572829952,7.688713689,-999,109168.7032,1,1,0.185809419,PCALoadCen,12,20.736,24.26535013,24.26535013,0.648,-682069.324,-1823577.13,450
193,35244,0.111688487,6.993963977,8.110848849,-999,116059.2877,1,1,0.185642958,PCALoadCen,12,15.2928,26.0222559,26.0222559,0.4779,-682069.324,-1820697.13,450
194,35244,0.111126684,7.372858843,8.48412568,-999,122966.2156,1,1,0.186582908,PCALoadCen,12,45.36,27.7833288,27.7833288,1.4175,-682069.324,-1817817.13,450
195,35244,0.11098519,7.777927141,8.887779037,-999,129886.5647,1,1,0.186819553,PCALoadCen,12,132.192,29.54782374,29.54782374,4.131,-682069.324,-1814937.13,450
196,35244,0.111040689,8.197101317,9.307508207,-999,136818.0664,1,1,0.186726138,PCALoadCen,12,199.0656,31.31516227,31.31516227,6.2208,-682069.324,-1812057.13,450
197,35244,0.110841893,8.597534218,9.705953145,-999,143758.9334,1,1,0.187060848,PCALoadCen,12,120.7872,33.08488868,33.08488868,3.7746,-682069.324,-1809177.13,450
198,35244,0.111193009,9.041644014,10.1535741,-999,150707.7393,1,1,0.186470494,PCALoadCen,12,134.0064,34.85663928,34.85663928,4.1877,-682069.324,-1806297.13,450
199,35244,0.111107826,9.451700647,10.56277891,-999,157663.332,1,1,0.186613351,PCALoadCen,12,115.8624,36.63012035,36.63012035,3.6207,-682069.324,-1803417.13,450
200,35244,0.11076238,9.838177981,10.94580178,-999,164624.7714,1,1,0.18719855,PCALoadCen,12,155.2608,38.40509214,38.40509214,4.8519,-682069.324,-1800537.13,450
201,35244,0.109706134,10.15689214,11.25395347,-999,171591.2826,1,1,0.188997626,PCALoadCen,12,46.3968,40.18135712,40.18135712,1.4499,-682069.324,-1797657.13,452
202,37644,0.109286733,10.3185131,11.41138043,-999,174990.7802,1,1,0.189723015,PCALoadCen,12,60.912,41.04813365,41.04813365,1.9035,-682069.324,-1791897.13,452
203,35244,0.109606512,10.55990468,11.6559698,-999,178562.2216,1,1,0.18916969,PCALoadCen,12,52.8768,41.95875104,41.95875104,1.6524,-682069.324,-1794777.13,452
204,37644,0.108988203,9.879964603,10.96984663,-999,168015.7821,1,1,0.190246493,PCALoadCen,12,18.4032,39.26970478,39.26970478,0.5751,-682069.324,-1789017.13,452
205,33863,0.108988203,0.780985978,1.870868009,9185,13281.21862,1,1,0.190246493,Substation,13,4.9248,3.386338252,3.386338252,0.1539,-682069.324,-1789017.13,452
206,37644,0.107276298,9.320950453,10.39371343,-999,161044.9346,1,1,0.193289757,PCALoadCen,13,53.6544,37.49233418,37.49233418,1.6767,-682069.324,-1786137.13,452
207,9187,0.107257366,1.578831732,2.651405394,-999,27282.04695,1,1,0.193313897,TransLine,13,3.1104,3.386549452,3.386549452,0.0972,-682069.324,-1780377.13,452
208,37644,0.106580727,8.860473249,9.926280517,-999,154078.8573,1,1,0.194539636,PCALoadCen,13,63.2448,35.71617984,35.71617984,1.9764,-682069.324,-1783257.13,452
209,37644,0.108132005,8.177568288,9.258888335,-999,140164.1733,1,1,0.191749752,PCALoadCen,13,8.2944,32.16832568,32.16832568,0.2592,-682069.324,-1777497.13,452
210,37644,0.108408786,6.981119782,8.065207645,-999,119353.124,1,1,0.191262871,PCALoadCen,13,171.072,26.86209178,26.86209178,5.346,-682069.324,-1768857.13,452
211,33855,0.108173326,3.844765047,4.926498303,9183,65878.28096,1,1,0.191687778,Substation,12,8.2944,16.79711396,16.79711396,0.2592,-682069.324,-1774617.13,452
212,37644,0.108173326,7.774799018,8.856532275,-999,133217.6057,1,1,0.191687778,PCALoadCen,13,34.7328,30.39714578,30.39714578,1.0854,-682069.324,-1774617.13,452
213,37644,0.108783446,7.411181546,8.499016008,-999,126279.9992,1,1,0.190620273,PCALoadCen,12,96.9408,28.62825069,28.62825069,3.0294,-682069.324,-1771737.13,452
214,37644,0.108783446,7.411181546,8.499016008,-999,126279.9992,1,1,0.190620273,PCALoadCen,13,90.72,28.62825069,28.62825069,2.835,-682069.324,-1771737.13,452
215,37644,0.107849933,6.542914189,7.621413521,-999,112439.2455,1,1,0.192251027,PCALoadCen,13,172.368,25.09924668,25.09924668,5.3865,-682069.324,-1765977.13,452
216,37644,0.107767969,6.136866226,7.214545919,-999,105541.3086,1,1,0.192396775,PCALoadCen,13,256.608,23.34046624,23.34046624,8.019,-682069.324,-1763097.13,452
217,37644,0.108208291,5.360261554,6.442344467,-999,91810.21057,1,1,0.191613883,PCALoadCen,13,131.6736,19.83942136,19.83942136,4.1148,-682069.324,-1757337.13,452
218,37644,0.107796289,5.73842252,6.81638541,-999,98663.20995,1,1,0.192346677,PCALoadCen,13,186.1056,21.586744,21.586744,5.8158,-682069.324,-1760217.13,452
219,37644,0.108891167,4.993362931,6.082274598,-999,84989.5797,1,1,0.190412089,PCALoadCen,13,147.4848,18.10035179,18.10035179,4.6089,-682069.324,-1754457.13,452
220,33856,0.108228929,0.603016701,1.685305995,8965,10326.84844,1,1,0.191584527,Substation,13,0.5184,2.633056717,2.633056717,0.0162,-682069.324,-1751577.13,452
221,37644,0.108276337,4.176520887,5.25928426,-999,71491.46868,1,1,0.191496804,PCALoadCen,13,185.0688,14.65871206,14.65871206,5.7834,-682069.324,-1748697.13,452
222,37644,0.108655535,3.801978898,4.888534245,-999,64852.00053,1,1,0.190825164,PCALoadCen,13,265.4208,12.96583389,12.96583389,8.2944,-682069.324,-1745817.13,452
223,37644,0.108918592,3.42787949,4.517065414,-999,58329.50207,1,1,0.190363944,PCALoadCen,13,265.4208,11.30277972,11.30277972,8.2944,-682069.324,-1742937.13,452
224,37644,0.109217554,3.063369602,4.155545145,-999,51984.2778,1,1,0.189842999,PCALoadCen,13,265.4208,9.684925496,9.684925496,8.2944,-682069.324,-1740057.13,452
225,37644,0.109350331,2.70942879,3.802932101,-999,45922.21444,1,1,0.189612538,PCALoadCen,13,258.1632,8.139269362,8.139269362,8.0676,-682069.324,-1737177.13,452
226,37644,0.109462276,2.382487843,3.477110605,-999,40339.55199,1,1,0.18941848,PCALoadCen,13,136.8576,6.715847014,6.715847014,4.2768,-682069.324,-1734297.13,452
227,33845,0.109448202,0.989780789,2.084262809,8975,16760.82627,1,1,0.189442918,Substation,13,33.4368,4.27354061,4.27354061,1.0449,-682069.324,-1731417.13,452
228,37640,0.108857289,0.926837105,2.015409995,-999,15780.13562,1,1,0.190471187,LoadCen,13,46.3968,4.023491998,4.023491998,1.4499,-682069.324,-1728537.13,452
229,37644,0.108872525,1.848078768,2.936804022,-999,31460.60059,1,1,0.190444529,PCALoadCen,13,124.6752,4.451963434,4.451963434,3.8961,-682069.324,-1725657.13,452
230,37644,0.109050483,1.958326139,3.048830964,-999,33283.03953,1,1,0.190134063,PCALoadCen,13,111.456,4.916634251,4.916634251,3.483,-682069.324,-1722777.13,452
231,37644,0.109225579,2.191142591,3.283398378,-999,37180.17394,1,1,0.189829081,PCALoadCen,13,82.4256,5.910294221,5.910294221,2.5758,-682069.324,-1719897.13,452
232,37644,0.109389797,2.497072257,3.590970225,-999,42307.72197,1,1,0.189544201,PCALoadCen,13,53.136,7.217675159,7.217675159,1.6605,-682069.324,-1717017.13,452
233,33844,0.109681137,1.484038617,2.580849986,8966,25077.14255,1,1,0.189040482,Substation,13,24.3648,6.393968014,6.393968014,0.7614,-682069.324,-1714137.13,452
234,33844,0.109751105,1.87670539,2.974216443,8960,31692.18273,1,1,0.188920036,Substation,13,1.5552,8.080617728,8.080617728,0.0486,-682069.324,-1711257.13,452
235,33880,0.118590675,0.27435768,1.460264433,8710,4287.769616,1,1,0.174838185,Substation,11,10.8864,1.093260993,1.093260993,0.3402,-684949.324,-1878297.13,450
236,33880,0.118584551,0.169101573,1.354947082,8714,2642.921865,1,1,0.174847186,Substation,11,165.3696,0.67387095,0.67387095,5.1678,-684949.324,-1875417.13,450
237,33880,0.118477799,0.616380573,1.801158563,8714,9642.237149,1,1,0.175005153,Substation,11,36.8064,2.458500038,2.458500038,1.1502,-684949.324,-1872537.13,450
238,35235,0.118477799,0.555416243,1.740194233,-999,8688.552772,1,1,0.175005153,LoadCen,12,0.2592,2.21533727,2.21533727,0.0081,-684949.324,-1872537.13,450
239,35244,0.115013659,2.621374221,3.771510811,-999,42246.08255,1,1,0.180293217,PCALoadCen,12,38.88,7.201958835,7.201958835,1.215,-684949.324,-1866777.13,450
240,33880,0.11649663,1.046999218,2.211965518,8714,16657.79841,1,1,0.177989021,Substation,11,2.592,4.247271395,4.247271395,0.081,-684949.324,-1869657.13,450
241,35244,0.11649663,2.880714494,4.045680794,-999,45832.27998,1,1,0.177989021,PCALoadCen,12,16.5888,8.116338598,8.116338598,0.5184,-684949.324,-1869657.13,450
242,35244,0.113968231,2.465475981,3.605158288,-999,40094.25453,1,1,0.181929588,PCALoadCen,12,36.5472,6.653303042,6.653303042,1.1421,-684949.324,-1863897.13,450
243,33878,0.1143253,0.730965273,1.874218272,8715,11850.02383,1,1,0.181361228,Substation,12,3.6288,3.02142372,3.02142372,0.1134,-684949.324,-1858137.13,450
244,33878,0.114223771,0.851563688,1.993801396,8717,13817.38135,1,1,0.181522548,Substation,12,6.7392,3.52304471,3.52304471,0.2106,-684949.324,-1861017.13,450
245,33875,0.113391832,0.798018958,1.931937274,8719,13043.56475,1,1,0.18285425,Substation,12,1.8144,3.32574318,3.32574318,0.0567,-684949.324,-1855257.13,450
246,33878,0.111445479,1.099760017,2.214214808,8709,18289.68612,1,1,0.186050266,Substation,12,12.1824,4.663356992,4.663356992,0.3807,-684949.324,-1852377.13,450
247,33876,0.111235417,2.408257193,3.520611367,8892,40126.35832,1,1,0.186401263,Substation,12,10.8864,10.23109595,10.23109595,0.3402,-684949.324,-1846617.13,450
248,35232,0.11125946,0.87371536,1.986309964,-999,14554.53535,1,1,0.186358988,LoadCen,12,1.296,3.710998304,3.710998304,0.0405,-684949.324,-1849497.13,450
249,8717,0.111108631,1.595123551,2.70620986,-999,26608.26946,1,1,0.186614022,TransLine,12,1.0368,3.21475509,3.21475509,0.0324,-684949.324,-1843737.13,450
250,35244,0.11144007,4.287613268,5.402013968,-999,71308.18387,1,1,0.186056882,PCALoadCen,12,33.4368,14.61197957,14.61197957,1.0449,-684949.324,-1840857.13,450
251,35244,0.111416876,4.668338999,5.782507762,-999,77656.21108,1,1,0.186095461,PCALoadCen,12,49.7664,16.23054847,16.23054847,1.5552,-684949.324,-1837977.13,450
252,35244,0.111142427,5.045185053,6.15660932,-999,84132.16302,1,1,0.186555013,PCALoadCen,12,6.7392,17.88173458,17.88173458,0.2106,-684949.324,-1835097.13,450
253,35244,0.11079628,5.422320222,6.530283024,-999,90703.64515,1,1,0.187137812,PCALoadCen,12,23.328,19.55727821,19.55727821,0.729,-684949.324,-1832217.13,450
254,35244,0.111091942,5.835019676,6.945939092,-999,97348.06464,1,1,0.186640963,PCALoadCen,12,12.96,21.25141883,21.25141883,0.405,-684949.324,-1829337.13,450
255,35244,0.111564808,6.263267973,7.378916049,-999,104049.2776,1,1,0.185848922,PCALoadCen,12,13.4784,22.96004017,22.96004017,0.4212,-684949.324,-1826457.13,450
256,35244,0.111696243,7.085973276,8.202935709,-999,117577.9071,1,1,0.185630009,PCALoadCen,12,15.0336,26.40946126,26.40946126,0.4698,-684949.324,-1820697.13,450
257,35244,0.111632638,6.673418745,7.789745122,-999,110795.4891,1,1,0.185735822,PCALoadCen,12,14.7744,24.6801349,24.6801349,0.4617,-684949.324,-1823577.13,450
258,35244,0.110929325,7.854200046,8.963493298,-999,131226.1938,1,1,0.186913446,PCALoadCen,12,95.6448,29.88939159,29.88939159,2.9889,-684949.324,-1814937.13,450
259,35244,0.111107849,7.457008044,8.56808653,-999,124389.8581,1,1,0.186613187,PCALoadCen,12,7.2576,28.14631772,28.14631772,0.2268,-684949.324,-1817817.13,450
260,35244,0.110931359,8.264741469,9.374055061,-999,138082.8839,1,1,0.186910003,PCALoadCen,12,140.4864,31.63765525,31.63765525,4.3902,-684949.324,-1812057.13,450
261,35244,0.111013681,8.682603407,9.792740214,-999,144956.7312,1,1,0.186771408,PCALoadCen,12,129.3408,33.39029352,33.39029352,4.0419,-684949.324,-1809177.13,450
262,35244,0.111193448,9.109936021,10.2218705,-999,151845.169,1,1,0.186469421,PCALoadCen,12,170.0352,35.14665196,35.14665196,5.3136,-684949.324,-1806297.13,450
263,35244,0.111364499,9.53855151,10.6521965,-999,158746.1143,1,1,0.186184123,PCALoadCen,12,139.1904,36.90619946,36.90619946,4.3497,-684949.324,-1803417.13,450
264,35244,0.110869162,9.909307135,11.01799875,-999,165657.8596,1,1,0.187021151,PCALoadCen,12,73.6128,38.66850067,38.66850067,2.3004,-684949.324,-1800537.13,450
265,35244,0.11010503,10.25228766,11.35333796,-999,172578.9929,1,1,0.188316822,PCALoadCen,12,45.1008,40.43319554,40.43319554,1.4094,-684949.324,-1797657.13,452
266,35244,0.109784968,10.63315941,11.73100909,-999,179508.3364,1,1,0.188861862,PCALoadCen,12,23.8464,42.19998377,42.19998377,0.7452,-684949.324,-1794777.13,452
267,37644,0.109273925,10.28120782,11.37394707,-999,174378.5004,1,1,0.189745188,PCALoadCen,12,14.5152,40.89201949,40.89201949,0.4536,-684949.324,-1791897.13,452
268,37644,0.108509839,9.389248873,10.47434726,-999,160374.3314,1,1,0.191084728,PCALoadCen,13,191.808,37.32134916,37.32134916,5.994,-684949.324,-1786137.13,452
269,33860,0.108940363,0.834514228,1.923917857,9186,14197.43452,1,1,0.19032599,Substation,12,1.8144,3.619947608,3.619947608,0.0567,-684949.324,-1789017.13,452
270,37644,0.108940363,9.838211965,10.92761559,-999,167375.6605,1,1,0.19032599,PCALoadCen,13,37.3248,39.10649172,39.10649172,1.1664,-684949.324,-1789017.13,452
271,37644,0.107888646,8.928039198,10.00692566,-999,153374.7408,1,1,0.192185104,PCALoadCen,13,197.7696,35.53664986,35.53664986,6.1803,-684949.324,-1783257.13,452
272,37644,0.107805535,8.514286528,9.592341879,-999,146377.1643,1,1,0.192330003,PCALoadCen,13,48.4704,33.75246413,33.75246413,1.5147,-684949.324,-1780377.13,452
273,37644,0.10819871,8.136989282,9.21897638,-999,139381.9394,1,1,0.191630542,PCALoadCen,13,6.7392,31.96887796,31.96887796,0.2106,-684949.324,-1777497.13,452
274,37644,0.109616801,7.829924356,8.926092367,-999,132389.4827,1,1,0.189155027,PCALoadCen,12,20.9952,30.18599762,30.18599762,0.6561,-684949.324,-1774617.13,452
275,33859,0.109616801,0.186326533,1.282494545,9187,3150.435713,1,1,0.189155027,Substation,13,2.0736,0.803272747,0.803272747,0.0648,-684949.324,-1774617.13,452
276,37644,0.108817153,6.952399227,8.040570754,-999,118415.0986,1,1,0.190543592,PCALoadCen,13,243.9072,26.62292163,26.62292163,7.6221,-684949.324,-1768857.13,452
277,37644,0.109411076,7.402670054,8.496780811,-999,125400.3156,1,1,0.189510033,PCALoadCen,12,123.3792,28.40395604,28.40395604,3.8556,-684949.324,-1771737.13,452
278,37644,0.109411076,7.402670054,8.496780811,-999,125400.3156,1,1,0.189510033,PCALoadCen,13,83.7216,28.40395604,28.40395604,2.6163,-684949.324,-1771737.13,452
279,37644,0.10706231,6.437125533,7.507748633,-999,111434.6814,1,1,0.193664655,PCALoadCen,13,164.3328,24.84311102,24.84311102,5.1354,-684949.324,-1765977.13,452
280,37644,0.107108787,6.036850086,7.107937953,-999,104460.1751,1,1,0.193580821,PCALoadCen,13,262.0512,23.06480751,23.06480751,8.1891,-684949.324,-1763097.13,452
281,37644,0.107231118,5.64059284,6.712904018,-999,97493.06086,1,1,0.193361908,PCALoadCen,13,251.6832,21.2883888,21.2883888,7.8651,-684949.324,-1760217.13,452
282,37644,0.107232161,5.237991017,6.310312626,-999,90535.35758,1,1,0.19336392,PCALoadCen,13,153.1872,19.5143696,19.5143696,4.7871,-684949.324,-1757337.13,452
